DCorr,MGC,n,dataset
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.008,0.021,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.008,0.019,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.003,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.005,0.003,90,linear
0.001,0.003,90,linear
0.001,0.002,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.005,0.013,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.002,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.003,0.013,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.01,0.026,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.002,90,linear
0.001,0.001,90,linear
0.005,0.003,90,linear
0.003,0.001,90,linear
0.002,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.008,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.004,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.003,0.013,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.008,90,linear
0.003,0.012,90,linear
0.001,0.001,90,linear
0.003,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.002,0.005,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.005,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.005,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.007,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.008,0.019,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.005,0.014,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.002,0.009,90,linear
0.001,0.001,90,linear
0.004,0.022,90,linear
0.001,0.002,90,linear
0.002,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.009,0.025,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.004,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.003,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.006,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.002,0.008,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.012,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.033,90,linear
0.001,0.004,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.004,0.026,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.005,0.019,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.005,0.008,90,linear
0.015,0.032,90,linear
0.008,0.023,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.002,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.005,0.005,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.004,0.006,90,linear
0.004,0.019,90,linear
0.001,0.001,90,linear
0.003,0.006,90,linear
0.001,0.004,90,linear
0.004,0.017,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.017,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.006,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.004,0.006,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.002,0.006,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.004,0.007,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.004,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.003,0.008,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.006,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.002,0.002,90,linear
0.006,0.008,90,linear
0.003,0.001,90,linear
0.001,0.001,90,linear
0.002,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.006,0.007,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.006,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.006,90,linear
0.003,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.003,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.002,0.007,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.009,0.012,90,linear
0.007,0.015,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.006,0.01,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.002,0.004,90,linear
0.004,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.004,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.009,90,linear
0.001,0.001,90,linear
0.001,0.011,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.006,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.004,0.007,90,linear
0.003,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.025,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.025,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.003,0.006,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.007,90,linear
0.008,0.014,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.006,0.012,90,linear
0.016,0.028,90,linear
0.001,0.001,90,linear
0.001,0.007,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.002,0.003,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.013,90,linear
0.004,0.002,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.004,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.017,0.021,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.008,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.002,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.002,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.01,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.002,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.005,0.016,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.007,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.005,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.006,0.008,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.008,0.019,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.01,0.034,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.002,90,linear
0.001,0.004,90,linear
0.002,0.004,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.003,0.009,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.007,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.002,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.003,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.003,0.009,90,linear
0.001,0.007,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.002,90,linear
0.001,0.001,90,linear
0.002,0.004,90,linear
0.002,0.003,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.002,0.001,90,linear
0.001,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.006,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.004,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.003,0.005,90,linear
0.001,0.001,90,linear
0.006,0.015,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.002,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.001,0.001,90,linear
0.041,0.001,90,nonlinear
0.061,0.007,90,nonlinear
0.003,0.001,90,nonlinear
0.108,0.016,90,nonlinear
0.214,0.227,90,nonlinear
0.102,0.01,90,nonlinear
0.033,0.001,90,nonlinear
0.015,0.002,90,nonlinear
0.01,0.001,90,nonlinear
0.004,0.001,90,nonlinear
0.007,0.001,90,nonlinear
0.055,0.004,90,nonlinear
0.021,0.006,90,nonlinear
0.017,0.001,90,nonlinear
0.041,0.003,90,nonlinear
0.006,0.001,90,nonlinear
0.07,0.078,90,nonlinear
0.001,0.001,90,nonlinear
0.024,0.001,90,nonlinear
0.002,0.001,90,nonlinear
0.02,0.01,90,nonlinear
0.021,0.001,90,nonlinear
0.005,0.001,90,nonlinear
0.007,0.003,90,nonlinear
0.11,0.106,90,nonlinear
0.007,0.001,90,nonlinear
0.011,0.001,90,nonlinear
0.067,0.073,90,nonlinear
0.025,0.003,90,nonlinear
0.004,0.003,90,nonlinear
0.024,0.001,90,nonlinear
0.015,0.001,90,nonlinear
0.022,0.003,90,nonlinear
0.038,0.012,90,nonlinear
0.012,0.001,90,nonlinear
0.087,0.013,90,nonlinear
0.007,0.001,90,nonlinear
0.071,0.01,90,nonlinear
0.04,0.007,90,nonlinear
0.055,0.009,90,nonlinear
0.005,0.001,90,nonlinear
0.051,0.004,90,nonlinear
0.002,0.001,90,nonlinear
0.032,0.004,90,nonlinear
0.008,0.001,90,nonlinear
0.024,0.001,90,nonlinear
0.036,0.016,90,nonlinear
0.13,0.122,90,nonlinear
0.003,0.001,90,nonlinear
0.007,0.001,90,nonlinear
0.002,0.001,90,nonlinear
0.025,0.003,90,nonlinear
0.017,0.001,90,nonlinear
0.049,0.005,90,nonlinear
0.028,0.01,90,nonlinear
0.023,0.015,90,nonlinear
0.198,0.193,90,nonlinear
0.03,0.001,90,nonlinear
0.068,0.023,90,nonlinear
0.01,0.006,90,nonlinear
0.021,0.011,90,nonlinear
0.013,0.001,90,nonlinear
0.044,0.002,90,nonlinear
0.023,0.002,90,nonlinear
0.022,0.002,90,nonlinear
0.007,0.001,90,nonlinear
0.048,0.005,90,nonlinear
0.001,0.001,90,nonlinear
